name,price,shipping,free_returns,items_sold,item_status
Garmin 010-02064-70 Tactical Outdoor-Smartwatch - Black,15000,500,False,,Brand New
Garmin Tactix Charlie Multisport GPS Watch Sapphire Edition - Black,52500,1550,False,,Brand New
Garmin vivoactive HR GPS Fitness Activity Tracker Smartwatch Black,4299,0,True,,Pre-Owned
Garmin Fenix 3 GPS Watch,12000,1100,False,,Pre-Owned
Bundled: Garmin Instinct Solar with 10 extra colored watch bands,10000,955,False,,Pre-Owned
"Garmin Fenix 6X Pro Solar - Titanium Carbon Gray DLC with Black Band(New,sealed)",43000,0,False,,Brand New
Garmin Forerunner 235 Heart Rate GPS Watch - Black & Frost Blue Tested,7494,610,False,,Pre-Owned
Garmin Foretrex 401 (Needs new strap),10999,0,True,,Pre-Owned
Garmin Epix (Gen 2) Sapphire- mint,75000,0,False,,New (Other)
Garmin Forerunner 45S Running Watch - White 010-02156-00,7999,0,True,,Pre-Owned
Garmin Forerunner 245 GPS Watch - (0100212010),6824,1468,False,,Pre-Owned
Garmin Instinct Solar -Standard Edition,10600,1260,False,,Pre-Owned
Garmin fenix 6X Pro Solar Multisport GPS Smartwatch(Titanium Carbon Gray)(010-02,69999,0,True,46,Brand New
"Garmin Forerunner 45S GPS Heart Rate Monitor Running Smartwatch, Iris",10999,0,True,0,Certified - Refurbished
New ListingGarmin Vivoactive 3 Music Smartwatch with GPS - Black,5800,975,False,,Pre-Owned
Garmin fenix 6S Sapphire 42mm Multisport GPS Watch - Rose Gold with Gray Band,74999,0,False,,Brand New
Garmin Fenix 7X Sapphire Solar,70000,900,False,,Pre-Owned
Garmin Fenix 6X Sapphire Multisport GPS Smartwatch READ,26999,0,True,0,Pre-Owned
Garmin Vivoactive 4 Smartwatch Complete + Extra OEM Charger,12500,975,False,,Refurbished
Garmin Fenix 6X Pro Solar Titanium Multisport GPS Smartwatch - Black/Gray,39999,0,True,,Pre-Owned
"New ListingGarmin DEZL OTR700 7"" GPS Truck Navigator - BRAND NEW",24000,1710,False,,New (Other)
New ListingGarmin Forerunner 101 GPS Wrist Watch Waterproof Running Virtual Training,2000,550,False,,Pre-Owned
Garmin Vivosmart  3 Activity Tracker Smart Watch - Black (010-01755-13),5990,0,True,0,Brand New
Garmin eTrex 22x GPS + GLONASS Rugged Outdoor Handheld  010-02256-00,16999,0,True,0,Refurbished
garmin venu 2s smartwatch,16400,610,False,,Brand New
"Garmin Drivesmart 65T GPS Navigator + Case, Car Socket Universal Bundle",13999,0,True,0,Certified - Refurbished
Garmin Drive 6 LM Kit,499,1513,False,0,Pre-Owned
Garmin Vivoactive 3 GPS Smartwatch Black/Gunmetal 010-01769-11,13995,0,False,,Brand New
Garmin Marq Golfer,130000,1265,False,,New (Other)
Garmin Instinct Rugged GPS Smart Watch - Graphite,4696,3135,False,,Pre-Owned
Garmin Vivoactive 4 Safety and Tracking Features GPS Smartwatch - Black--,17620,0,True,25,Brand New
Garmin Instinct Rugged GPS Smart Watch - Graphite/Green (010-02064-00),10999,0,False,,Pre-Owned
